,date,content,score,version,thumbs,,,,,,,,,
7499,2021-04-22 16:08:22,"Esta dizendo que a pagina esta indisponivel, quando volto, aparece que tenho que aceita todos os termos..mas nao aparece nem um termo..ajuda Adm",1,2.1.9,0,,,,,,,,,
7500,2021-04-22 16:06:15,é praticamente uma luta esse reconhecimento facial,1,2.1.9,0,,,,,,,,,
7501,2021-04-22 16:04:13,Quero entender porquê fica pedindo CNH se nem tenho deus mim livre viuu,1,2.1.9,0,,,,,,,,,
7502,2021-04-22 15:52:02,"Só há uma resolução, não há alternativas, não vai funcionar para idosos",1,2.1.9,0,,,,,,,,,
7503,2021-04-22 15:21:19,identificação facial dificultada,1,2.1.9,0,,,,,,,,,
7504,2021-04-22 15:05:57,muito complicada a validação facial.,1,2.1.9,0,,,,,,,,,
7505,2021-04-22 14:53:06,era mais facil e rapido tirar apenas uma foto ao invés de ficar virando o rosto.,1,2.1.9,0,,,,,,,,,
7506,2021-04-22 14:36:51,difícil para conseguir centralizar direito senti dificuldade..,1,2.1.9,0,,,,,,,,,
7507,2021-04-22 14:35:10,A inteligência do reconhecimento facial é muito ruim.,1,2.1.9,0,,,,,,,,,
7508,2021-04-22 14:32:45,"Péssimo! Tive que tirar os óculos, e enxergo muito mal sem óculos! Acho que quem desenvolveu o app pensa que todos os velhinhos tem visão perfeita e que podem usar o app sem óculos. Simplesmente me senti um perfeito idiota seguindo as instruções do app, virando o rosto pra cá e pra lá, sorrindo e piscando. Depois de dez tentativas desisti. O app é tão ruim que o tempo de 60 segundos é irreal, deveria ser 60 minutos! Não sei se consegui ser mais idiota que o idiota que projetou este app.",1,2.1.9,1,,,,,,,,,
7509,2021-04-22 14:15:46,Estou tentando me cadastrar no inss mas está dando sempre erro não dá pra colocar nem os meus dados estou querendo uma solução por favor.,1,2.1.9,0,,,,,,,,,
7510,2021-04-22 13:56:19,Não consigo fazer a captura do rosto. O aplicativo não lê o rosto em tempo hábil. Estou de pescoço dolorido de tanto ficar movimentando pra esquerda e direita e nada de confirmar a captura. Minha imagem não sai do círculo e fica dando erro !!! É bem desgastante !,1,2.1.9,2,,,,,,,,,
7511,2021-04-22 13:52:18,difícil a foto,1,2.1.9,0,,,,,,,,,
7512,2021-04-22 13:50:39,mais ou menos,1,2.1.9,0,,,,,,,,,
7513,2021-04-22 13:49:00,"Nunca consegui entrar. Fui fazer o cadastro e informou que o cpf já era cadastrado. Então tentei entrar mas não sabia a senha. Coloquei recuperar senha mas todas as opções dadas para recuperar não eram minhas... não era meu telefone, não era meu email, logo não tenho acesso àqueles contatos pois não são meus. O que fazer agora?",1,2.1.9,0,,,,,,,,,
7514,2021-04-22 13:33:13,"Validação facial não funciona de jeito nenhum, horrível.",1,2.1.9,0,,,,,,,,,
7515,2021-04-22 13:21:08,Péssimo reconhecimento facial,1,2.1.9,0,,,,,,,,,
7516,2021-04-22 13:15:28,Impossível essa biometria.,1,2.1.9,0,,,,,,,,,
7517,2021-04-22 13:03:32,App péssimo não funciona q parte de reconhecimento facial... Após conseguir passar por toda burocracia facial dá o seguinte erro... Verificação biométrica inválida.. Não conseguimos validar sua foto. E não consigo usar o app,1,2.1.9,0,,,,,,,,,
7518,2021-04-22 12:58:39,Impossível gerar a foto. E recuperar a senha. Cheio de problema,1,2.1.9,0,,,,,,,,,
7519,2021-04-22 12:30:22,"Péssimo aplicativo quando vira o rosto muitas vezes fica mudo e você não sabe o que fazer. Isso porque é uma sequência sem pausa, mesmo com ajuda não dá certo.",1,2.1.9,1,,,,,,,,,
7520,2021-04-22 12:06:21,Apareceu para mim invalidaçao invalida e não consigo repetir oque eu faço?,1,2.1.9,0,,,,,,,,,
7521,2021-04-22 11:53:28,Nunca valida a biometria já tentei mais de 100 vezes.,1,2.1.9,0,,,,,,,,,
7522,2021-04-22 10:45:45,Está dando erro não abre,1,2.1.9,0,,,,,,,,,
7523,2021-04-22 09:02:14,"Validação facial ridícula, simplesmente não funciona, já todas as pessoas que falei até hoje ninguém conseguiu validar e todos os comentários são sobre isso. Por favor, entrem em contato com alguém que comenta aqui e procurem saber porque a validação destas pessoas não funciona. Já que, aparentemente, vocês alegam, desconhecer o problema com as pessoas que testam o programa.",1,2.1.9,1,,,,,,,,,
7524,2021-04-22 03:47:30,"Não funciona o reconhecimento facial, tentei várias vezes, sem êxito. Horrível porque tudo é uma burocracia quando vem do governo, ao invés de facilitar a vida do cidadão vocês só complicam. Não dá para fazer nada no app porque nada funciona.",1,2.1.9,0,,,,,,,,,
7525,2021-04-22 03:34:05,"Nem consigo visualizar as opções do aplicativo, fiquei preso na identificação facial que fiz por 5 vezes até com um farol em cima de mim e não obtive sucesso, desisti do aplicativo",1,2.1.9,0,,,,,,,,,
7526,2021-04-22 02:12:26,Eu não sei para que foi feito esse aplicativo não serviu pra nada no meu celular,1,2.1.9,0,,,,,,,,,
7528,2021-04-22 01:49:25,"Aplicativo ridículo vc é obrigado a usar um CNH pra logar, já parou pra pensar que muita gente não tem CNH, e mesmo que vc inventa uma data fictícia pra procegui é impossível pq o app fica pedindo pra vc sorrir piscar e virar o rosto e ele não capta nada e ainda é obrigado e repeti o processo se o tempo acaba, não dá nem pra ver o tempo pq o rosto tá olhando pra nada tentando focar a câmera ao mesmo tempo. tinha que ser desse governo lixo do Brasil.",1,2.1.9,0,,,,,,,,,
7529,2021-04-22 01:38:45,Não é horrível... É uma merd. Não tem nd q se aproite... Ridículo um app desses.,1,2.1.9,0,,,,,,,,,
7530,2021-04-22 01:21:15,Ê praticamente impossivel fazer o reconhecimento facial nesse app. Ja tentei em 2 celulares.,1,2.1.9,0,,,,,,,,,
7531,2021-04-22 01:17:51,"Péssimo a validação facial, leitura qr code horrível, enfim, várias tentativas, nada!",1,2.1.9,0,,,,,,,,,
7532,2021-04-22 01:01:18,interessante,1,2.1.9,0,,,,,,,,,
7533,2021-04-22 00:25:51,Validação facial não está funcionando!,1,2.1.9,0,,,,,,,,,
7535,2021-04-22 00:09:47,Esse aplicativo não serve pra nada,1,2.1.9,0,,,,,,,,,
7536,2021-04-21 23:51:01,"Não entendo o porquê desse aplicativo, na hora de fazer a foto ...Não dá o tempo certo. Detestei!!BAIXEI até o e-título, na esperança de que seria esse o problema ou CNH(como não tenho...)Sinceramente tem que revisar esse problema.",1,2.1.9,0,,,,,,,,,
7538,2021-04-21 23:07:09,A facial disso não funciona sempre da erro eu já tentei mas de 15 vezes e nunca vai . Aplicativo muito ruim .,1,2.1.9,0,,,,,,,,,
7540,2021-04-21 22:57:32,horrível,1,2.1.9,0,,,,,,,,,
7541,2021-04-21 22:52:41,Já tentei validar minha foto várias vezes. Desisti.,1,2.1.6,0,,,,,,,,,
7543,2021-04-21 21:51:23,Não sei como faz um aplicativo desse. Nada funciona. Tudo que vai fazer da errado. Aplicativo horrível.,1,2.1.9,0,,,,,,,,,
7544,2021-04-21 21:31:51,muito difícil conseguir... muito.,1,2.1.9,0,,,,,,,,,
7545,2021-04-21 21:26:52,pessimo...,1,2.1.9,0,,,,,,,,,
7546,2021-04-21 21:25:16,pessimo aplicativo, nao sei quem inventou uma coisa de tao dificio operaçao para a populaçao,1,2.1.9,0,,,,,,,,
7547,2021-04-21 21:23:27,e muito difícil de se cadastrar,1,2.1.9,0,,,,,,,,,
7548,2021-04-21 21:13:23,Demora excessiva na validação facial,1,2.1.9,0,,,,,,,,,
7549,2021-04-21 21:09:24,Muito estranho o próprio governo cria um app com uma barreira de reconhecimento facial prejudicando os usuários que não possuem CNH e nem CNH DIGITAL..assim ficamos sem o acesso aos nossos DADOS! Porém o gov tem outros meios de validações muito mais confiáveis e acessíveis ao público!,1,2.1.9,0,,,,,,,,,
7551,2021-04-21 20:10:23,"Péssimo aplicativo. Não reconhece a validação facial, todas as vezes ele fecha dizendo tempo esgotado",1,2.1.9,0,,,,,,,,,
7552,2021-04-21 20:04:39,Validação facial muito ruim,1,2.1.9,0,,,,,,,,,
7553,2021-04-21 19:52:21,Não gostei. Não faz a validação facial.,1,2.1.9,0,,,,,,,,,
7556,2021-04-21 19:01:15,"dificil cadastro, muitas exigencias na capitacainda imagem e gerelmente da erro e temosnque iniciar o processo novamente",1,2.1.9,0,,,,,,,,,
7557,2021-04-21 18:49:19,"Gente esse app nao vale nada ,a pessoas que fez dou um conselho refassa mas com qualidade ok..!",1,2.1.9,0,,,,,,,,,
7558,2021-04-21 18:38:13,"Aplicativo horrível. Reconhecimento facial péssimo, nota 0.",1,2.1.9,0,,,,,,,,,
7559,2021-04-21 18:35:35,"horrível o reconhecimento facial, precisa quase montar um stand de fotos pra reconhecer e validar.",1,2.1.9,0,,,,,,,,,
7561,2021-04-21 18:12:14,Um apicativo muito complicado....muito dificil resolver algo por aqui....,1,2.1.9,0,,,,,,,,,
7563,2021-04-21 18:00:04,Não consigo realizar a prova de vida do meu pai.... já tentei diversas vezes... aplicativo desnecessário...,1,2.1.9,0,,,,,,,,,
7564,2021-04-21 17:32:25,"Ele pede validação básica pela data de emissão da minha CNH. O problema é que não possuo CNH ainda, portanto não tenho acesso ao app. 🤡",1,2.1.9,0,,,,,,,,,
7565,2021-04-21 17:27:32,"A validação facial simplesmente não funciona já fiz umas 30 vezes e nada de entrar. A gente que nem tonto virando o rosto pro lado, sorrindo, piscando dando piruetas e nada do negócio entrar. Não sei mais o que fazer, pois simplesmente não reconhece. Preciso urgente resolver resolver um problema com o INSS e não consigo. Descaso com o cidadão",1,2.1.9,2,,,,,,,,,
7566,2021-04-21 17:23:04,validação da biometria facial um pouco difícil,1,2.1.9,0,,,,,,,,,
7568,2021-04-21 16:57:53,Simplesmente horrível,1,2.1.9,0,,,,,,,,,
7569,2021-04-21 16:55:49,muito difícil o cadastramento e o sistema não reconhece facilmente o rosto no cadastro,1,2.1.9,0,,,,,,,,,
7570,2021-04-21 16:46:53,"Aplicativo horrível, da erro ao tentar configurar o reconhecimento facial. Da a mensagem de erro na biometria e manda refazer . Já tentei diversas vezes mas sem sucesso.",1,2.1.9,0,,,,,,,,,
7571,2021-04-21 16:37:42,"Não serve pra nada, sempre quanto tento biometria TSE aparece mensagem de erro: Não foi possível identificar as informações dw reconhecimento facil por favor tente novamente.(ERL0012600)",1,2.1.9,0,,,,,,,,,
7572,2021-04-21 16:35:20,"O app me pede data da minha CNH, mas eu não tenho e nem posso dirigir. Não poderei usar o app?",1,2.1.9,0,,,,,,,,,
7573,2021-04-21 16:06:39,validação facial horrivel,1,2.1.9,0,,,,,,,,,
7574,2021-04-21 15:46:02,"Péssimo, já tem 15 dias que estou tentando fazer a biometria da minha avó, e até hoje não consegui, toda hora reinicia e não completa, infelizmente não está fazendo presencial ela já está preocupada pois, só tem esses mês para revalidar se não conseguimos ela ficará sem o benefício dela, a iluminação está boa a camera do celular também é boa, poderia facilitar isso pois é para idosos.",1,2.1.9,2,,,,,,,,,
7575,2021-04-21 15:40:22,Já fiz 100 avaliação facial e nada da certo,1,2.1.9,0,,,,,,,,,
7576,2021-04-21 15:39:20,O aplicativo precisa de melhoria no reconhecimento facial não funciona. E irritante fazem tudo certo e no final não da Certo. Fiz várias tentativas mais realmente não funciona. Era melhor vcs tirar essa opção é coloca biometria. Pq não funciona mesmo .,1,2.1.9,0,,,,,,,,,
7577,2021-04-21 15:34:11,"Não consigo entrar no aplicativo porque exige CNH, e eu não tenho. Meu RG e CPF estão aqui, e são meus documentos de identificação oficiais. Como podem resolver meu problema?",1,2.1.9,0,,,,,,,,,
7578,2021-04-21 15:05:28,"biometria facial é muito ruim, sempre da erro",1,2.1.9,0,,,,,,,,,
7579,2021-04-21 14:59:28,De fato. Impossível fazer o reconhecimento facial. Umas 30 tentativas e nada... nem vou me estender nos comentários porque já é fato que não funciona. Triste que produtos oferecidos pelo governo sejam sempre mal avaliados.,1,2.1.9,0,,,,,,,,,
7580,2021-04-21 14:53:41,muito ruim o processo de autenticar a face,1,2.1.9,0,,,,,,,,,
7581,2021-04-21 14:19:48,"Não estou conseguindo entrar no meu go.br e nem na minha carteira digital,está dando erro de página,e não sei o que fazer,desde ontem.",1,2.1.9,0,,,,,,,,,
7582,2021-04-21 14:16:28,"Não consigo tirar a foto e com isso o app não finaliza o cadastro!!! Na instalação do mesmo, eu dei todas as permissões que o app pediu, mas ainda assim ele insiste em não tirar a foto no final do processo de validação facial!!! Pelo amor de Deus!!! Corrijam esse bug!!! Isso é o básico!!! 🤦🏻‍♂️",1,2.1.9,0,,,,,,,,,
7583,2021-04-21 14:08:43,Não funciona direito,1,2.1.9,0,,,,,,,,,
7584,2021-04-21 13:52:58,"PÉSSIMO,Aplicativo não abre no disposito,não se consegue fazer nada sem contar que bloqueou os outros acessos dos outros programas Gov.",1,2.1.9,0,,,,,,,,,
7585,2021-04-21 13:52:21,Quero atualizar mas ele não abre,1,2.1.9,0,,,,,,,,,
7586,2021-04-21 13:46:21,"Horrível, não consigo fazer prova de vida .Fica um tempo imenso p reconhecer que não sou robô, e depois a foto nunca dá certo.Acho que isso é mesmo p complicar a vida dos aposentados. Não li nenhum comentário positivo ou de Albuquerque tenha conseguido.",1,2.1.9,0,,,,,,,,,
7587,2021-04-21 12:29:56,"Não tenho CNH😞, mas tenho conta no site e título, por favor resolvam isso.",1,2.1.9,0,,,,,,,,,
7588,2021-04-21 12:25:46,Aplicativo ruim do cao nunca verifica a foto tinha que ser brasil mesmo so faz lixo,1,2.1.9,0,,,,,,,,,
7589,2021-04-21 11:56:47,nã Não recomendaria o app gov.br porque ele usadados coletados compulsoriamente e muito antigos. Osistema não valida o meu reconhecimento facial.,1,2.1.9,0,,,,,,,,,
7590,2021-04-21 11:32:19,Péssimo aplicativo. A pessoa tira 1000 fotos e nunca consegue mesmo.pedindo.ajuda de terceiros p.capturar as imagens. Um desserviço! Num período de Pandemia os app precisam mais do que nunca funcionar com eficiência. Imagine quem não tem habilidade com tecnologia. Fica difícil Brasil!,1,2.1.9,2,,,,,,,,,
7591,2021-04-21 11:31:14,Identidade facial não funciona. Nada funciona. Péssimo aplicativo,1,2.1.9,0,,,,,,,,,
7592,2021-04-21 10:57:33,Muito difícil para acessar até agora só estou respondendo perguntas e nada,1,2.1.9,0,,,,,,,,,
7593,2021-04-21 10:50:38,Não tem sentido nenhum esse App. Só da pra ver o CPF. E os serviços que agente precisa utilizar? Horrível é só pra coletar dados da gente com reconhecimento facial,1,2.1.9,0,,,,,,,,,
7594,2021-04-21 10:29:51,Não funciona. Vide os demais comentários.,1,2.1.9,2,,,,,,,,,
7595,2021-04-21 10:27:02,reconhecimento fácil muito ruim,1,2.1.9,0,,,,,,,,,
7597,2021-04-21 05:17:43,"aplicativo na parte de verificação facial é muito ruim, alem do pouco tempo dá erro varias vezes. Tentei 57 vezes e consegui",1,2.1.9,0,,,,,,,,,
7598,2021-04-21 04:34:40,Tanto o app quanto ao site não está funcionando tem como resolver isso?,1,2.1.9,0,,,,,,,,,
7599,2021-04-21 04:18:42,"Não consegue tirar foto, tentei 50 vezes",1,2.1.9,0,,,,,,,,,
7601,2021-04-21 01:50:10,não posso entrar no meu INSS agora também não fez atualização aqui péssimo,1,2.1.9,0,,,,,,,,,
7602,2021-04-21 01:27:55,"Estou des da manhã tentando cadastrar minha minha biometria facial e não consigo, pq,fiz um cadastro anos atrás, não tenho mais o número do celular, nem email e nem senha, agora tento fazer um recadastramento e não consigo, pprfavor oq devo fazer??",1,2.1.9,0,,,,,,,,,
7603,2021-04-21 00:59:21,"Olá, o app está com erro. Após inserir os meus dados e entrar no app, aparece para eu informar meus documentos, e abaixo diz para informar a data de expedição da cnh para realizar a validação facial. Mas eu não tenho CNH, e não dá pra prosseguir. Se eu voltar, dá logout, e não dá pra escolher nenhum outro documento..",1,2.1.9,4,,,,,,,,,
7604,2021-04-21 00:41:06,"Péssimo, não passa da autenticação. Nem carrega, seja aqui pelo App seja pelo site. Como vocês criam algo que não funciona? Cansada.",1,2.1.9,0,,,,,,,,,
7606,2021-04-21 00:07:56,App ridículo não consigo cadastrar de forma alguma o reconhecimento facial Vergonhoso,1,2.1.9,0,,,,,,,,,
7607,2021-04-20 23:53:28,"Não consegui, não pede dados do título de eleitor. Pede dados da CNH que eu não tenho.",1,2.1.9,0,,,,,,,,,
7608,2021-04-20 23:45:58,muito burocrático..pessoal incompetente,1,2.1.9,0,,,,,,,,,
7609,2021-04-20 23:43:32,Pêssimo,1,2.1.9,0,,,,,,,,,
7610,2021-04-20 23:32:08,"Tentei várias vezes recuperar a senha através do reconhecimento facial e não consegui, nem atualizar o telefone.",1,2.1.9,0,,,,,,,,,
7612,2021-04-20 23:26:16,horrível a validação facial. bisonho,1,2.1.9,0,,,,,,,,,
7613,2021-04-20 22:59:33,Horrível o reconhecimento facial,1,2.1.9,0,,,,,,,,,
7614,2021-04-20 22:58:06,Não reconhece minha face de jeito nenhum fiz enumeras tentativas. Estou muito chateado com o aplicativo!,1,2.1.9,0,,,,,,,,,
7616,2021-04-20 22:51:19,meu Deus não querem exame de DNA e de próstata também,1,2.1.9,0,,,,,,,,,
7617,2021-04-20 22:18:05,"Muito ruim aplicativo, não consigo entrar de maneira alguma, técnicos gabaritados para fazer algo que não aceita impossível de entrar no sistema nota zero",1,2.1.9,0,,,,,,,,,
7618,2021-04-20 22:11:13,"Horrivel, nao faz a validacao facial",1,2.1.9,0,,,,,,,,,
7619,2021-04-20 22:10:12,"Função de reconhecimento facial horrível, estou desde janeiro tentando fazer o reconhecimento facial para ter acesso ao e-cac e não consigo. Estou com juros e multa por atrasar o carne leão por conta desse aplicativo péssimo.",1,2.1.9,0,,,,,,,,,
7620,2021-04-20 22:07:26,pior possivel,1,2.1.9,0,,,,,,,,,
7621,2021-04-20 22:05:27,Uma bósta.,1,2.1.9,0,,,,,,,,,
7622,2021-04-20 21:49:31,ruim para tirar foto,1,2.1.9,0,,,,,,,,,
